Edge,Ollivier-Ricci Curvature
"('734', '130')",-0.03344298245614152
"('734', '152')",0.0387559808612441
"('734', '177')",-0.013366750208853473
"('734', '213')",-0.03160919540229745
"('734', '258')",-0.023125996810207328
"('734', '263')",-0.05989110707803835
"('734', '271')",0.00314218381775222
"('734', '281')",-0.045614035087719884
"('734', '295')",0.042136591478696084
"('734', '316')",0.007797270955164914
"('734', '354')",-0.023574561403509664
"('734', '403')",-0.0384890798424633
"('734', '411')",-0.008947368421052149
"('734', '419')",-0.08751993620414722
"('734', '436')",0.0007974481658704624
"('734', '439')",-0.007582515611061602
"('734', '449')",-0.03771929824561404
"('734', '545')",-0.029291979949875868
"('734', '562')",-0.04953560371517107
"('734', '563')",-0.02267864783911011
"('734', '588')",-0.03070175438596423
"('734', '591')",-0.04769736842105332
"('734', '592')",0.010095994703739564
"('734', '593')",-0.034412955465587425
"('734', '610')",-0.060887512899897134
"('734', '612')",-0.004542606516291681
"('734', '619')",0.016347687400319333
"('734', '628')",-0.02397660818713576
"('734', '630')",-0.007285162057686589
"('734', '669')",-0.04048582995951411
"('734', '680')",-0.00542264752791044
"('734', '728')",-0.029538131041890292
"('734', '749')",-0.01864035087719418
"('734', '753')",-0.039473684210527216
"('734', '769')",-0.04385964912280782
"('734', '784')",-0.07196969696969724
"('734', '813')",-0.01771255060728838
"('734', '831')",-0.029538131041889626
"('734', '837')",-0.00828460038986445
"('734', '862')",-0.027368421052631486
"('734', '877')",-0.018059855521157298
"('734', '911')",0.029129427341939795
"('734', '921')",-0.003070175438595113
"('734', '970')",0.01347117794486119
"('734', '989')",-0.0066666666666663765
"('734', '993')",-0.032163742690059616
"('734', '994')",-0.06115288220551407
"('772', '19')",-0.015139116202944614
"('772', '82')",-0.029148936170211526
"('772', '159')",-0.03514437689969441
"('772', '172')",-0.056170212765956684
"('772', '175')",0.026817375886526662
"('772', '200')",-0.041033434650454614
"('772', '213')",-0.0051357300073353596
"('772', '227')",-0.015667311411991847
"('772', '272')",-0.023984526112185156
"('772', '293')",-0.035629854778789216
"('772', '303')",-0.06678486997635935
"('772', '333')",-0.030925284512616225
"('772', '347')",-0.011944755505786553
"('772', '385')",-0.016874541452676972
"('772', '397')",-0.018617021276594148
"('772', '410')",-0.05085625324338339
"('772', '414')",0.007930367504836222
"('772', '417')",-0.051939924906130974
"('772', '425')",-0.07595249876298715
"('772', '455')",-0.034042553191487857
"('772', '489')",-0.02127659574467966
"('772', '509')",-0.039743075070252765
"('772', '522')",-0.0659225671433541
"('772', '558')",-0.05744680851063744
"('772', '589')",-0.010454878943505719
"('772', '617')",-0.03149770546516306
"('772', '684')",-0.048415110725140265
"('772', '691')",-0.010638297872338942
"('772', '693')",-0.005531914893615708
"('772', '708')",0.004327443202309378
"('772', '722')",-0.059618794326240065
"('772', '747')",-0.09197695035460907
"('772', '802')",-0.020650813516895017
"('772', '804')",-0.0335697399527175
"('772', '845')",-0.0839243498817972
"('772', '852')",-0.040500186636805546
"('772', '860')",-0.020735665344391307
"('772', '861')",-0.030464216634428443
"('772', '891')",-0.028723404255318385
"('772', '911')",-0.03914090726615793
"('772', '947')",-0.08558994197291958
"('772', '948')",-0.028160200250311185
"('772', '958')",-0.0293905517490074
"('772', '969')",-0.03558327219368884
"('774', '19')",-0.06634615384615206
"('774', '83')",-0.0677419354838702
"('774', '92')",-0.05280612244897842
"('774', '94')",-0.06388888888888977
"('774', '192')",-0.0694444444444422
"('774', '198')",-0.03999999999999848
"('774', '234')",-0.09146341463414598
"('774', '255')",-0.025961538461536815
"('774', '258')",-0.09545454545454568
"('774', '261')",-0.0219387755102034
"('774', '294')",-0.05499999999999927
"('774', '333')",-0.03430232558139523
"('774', '341')",-0.07499999999999885
"('774', '381')",-0.07546296296296351
"('774', '414')",-0.05340909090909052
"('774', '419')",-0.04318181818181821
"('774', '437')",-0.0941489361702117
"('774', '457')",-0.042499999999999316
"('774', '486')",-0.049324324324323765
"('774', '513')",-0.09542682926829227
"('774', '521')",-0.04179104477611939
"('774', '573')",-0.03232758620689524
"('774', '581')",-0.09545454545454524
"('774', '628')",-0.06388888888888689
"('774', '630')",-0.041313559322032845
"('774', '635')",-0.053070175438596934
"('774', '650')",-0.0663265306122438
"('774', '655')",-0.03982558139534964
"('774', '770')",-0.07561475409835916
"('774', '795')",-0.024999999999998135
"('774', '839')",-0.1201086956521733
"('774', '841')",-0.06157407407407467
"('774', '912')",-0.0492021276595731
"('774', '920')",-0.07990196078431167
"('774', '924')",-0.06874999999999876
"('774', '930')",-0.06666666666666465
"('774', '949')",-0.07916666666666528
"('774', '954')",-0.0893867924528291
"('781', '21')",-0.10289600702062307
"('781', '50')",-0.03464837049742653
"('781', '76')",-0.00039308176100583125
"('781', '93')",-0.08055152394774945
"('781', '112')",-0.029502572898798318
"('781', '116')",-0.039308176100628645
"('781', '166')",-0.04670961803957585
"('781', '178')",-0.0024258760107815913
"('781', '190')",-0.05353225098727532
"('781', '210')",-0.004974271012006426
"('781', '263')",-0.01236174365647269
"('781', '269')",-0.060832791151593124
"('781', '308')",-0.1165221825599172
"('781', '310')",-0.0415604283528801
"('781', '316')",0.002620545073374947
"('781', '331')",-0.007584165741768345
"('781', '334')",-0.03322395406070555
"('781', '360')",-0.01886792452830166
"('781', '385')",-0.010572543916720134
"('781', '391')",0.001324064879178688
"('781', '427')",-0.05132075471698094
"('781', '435')",-0.04817342432757821
"('781', '436')",-0.021154945683247606
"('781', '443')",-0.02590051457975928
"('781', '487')",-0.045702306079663524
"('781', '506')",-0.08576329331046217
"('781', '509')",-0.00943396226415083
"('781', '532')",-0.04528301886792385
"('781', '562')",-0.035331113577506734
"('781', '635')",-0.04054948692485971
"('781', '647')",-0.026072041166379734
"('781', '680')",-0.04768439108061617
"('781', '683')",-0.008385744234800097
"('781', '684')",-0.04370427416249534
"('781', '686')",-0.04963084495488168
"('781', '721')",-0.036284470246734424
"('781', '749')",-0.01847484276729583
"('781', '797')",0.031801582471089995
"('781', '799')",-0.02428743476515427
"('781', '826')",-0.07810443176831972
"('781', '830')",0.018867924528301994
"('781', '860')",-0.014070994563479156
"('781', '879')",-0.01837140019861061
"('781', '907')",-0.05831903945111416
"('781', '929')",-0.007272012578616316
"('781', '936')",-0.035334476843910334
"('781', '938')",-0.06770255271920123
"('781', '973')",-0.022602201257861276
"('781', '978')",-0.028531983433041974
"('799', '1')",-0.0395136778115488
"('799', '20')",-0.07446808510638214
"('799', '30')",-0.04087346024636096
"('799', '42')",-0.08719232373800456
"('799', '54')",-0.05944931163954781
"('799', '68')",-0.019809244314012098
"('799', '71')",-0.03948791922105932
"('799', '119')",-0.06020309477756114
"('799', '196')",-0.018290406868235465
"('799', '198')",-0.028723404255318608
"('799', '200')",-0.06448111159357284
"('799', '222')",-0.022852639873917058
"('799', '241')",-0.05020530048525629
"('799', '322')",-0.05978723404255204
"('799', '333')",-0.062345373577435526
"('799', '360')",-0.01224407868325983
"('799', '374')",-0.04988994864269891
"('799', '377')",-0.02810116419108799
"('799', '405')",-0.04072473404255228
"('799', '409')",-0.04203425012973505
"('799', '433')",-0.03723404255319007
"('799', '440')",-0.03086850366236349
"('799', '451')",-0.05138498594941776
"('799', '466')",-0.09066731141199114
"('799', '502')",-0.01644100580270713
"('799', '505')",-0.046099290780140745
"('799', '507')",-0.009835407466880275
"('799', '568')",-0.08302497687326404
"('799', '579')",-0.04835589941972773
"('799', '594')",-0.03761398176291664
"('799', '599')",-0.009751773049643697
"('799', '635')",-0.016983949234790074
"('799', '683')",-0.015197568389056393
"('799', '711')",-0.018850317282568696
"('799', '725')",-0.05861493533583495
"('799', '732')",-0.02236213634389772
"('799', '775')",-0.06697292069632454
"('799', '783')",-0.003919372900336393
"('799', '832')",0.01346070343030914
"('799', '834')",-0.062442183163735177
"('799', '853')",-0.06086095992082963
"('799', '875')",-0.12488436632747257
"('799', '881')",-0.04799054373522327
"('799', '931')",-0.00930851063829663
"('799', '966')",-0.055665512122710537
"('801', '4')",-0.0680122860903909
"('801', '21')",-0.06669591926283425
"('801', '26')",-0.038325471698112956
"('801', '30')",-0.013737173121483703
"('801', '59')",-0.019052904180540065
"('801', '74')",-0.02830188679245249
"('801', '104')",-0.027900441589722602
"('801', '114')",-0.041083384053560046
"('801', '116')",-0.056154537286611905
"('801', '120')",-0.02809224318658221
"('801', '128')",-0.025283018867924056
"('801', '145')",-0.01519916142557709
"('801', '155')",-0.06404208998548677
"('801', '157')",0.004069552349241556
"('801', '159')",-0.03958894878705976
"('801', '177')",-0.03758610362383874
"('801', '183')",-0.0019780888618377013
"('801', '230')",-0.021470396877032005
"('801', '231')",-0.03464541314248426
"('801', '257')",0.0011098779134294245
"('801', '271')",-0.018163897493662873
"('801', '286')",-0.04372278664731488
"('801', '295')",-0.03015498652290871
"('801', '358')",-0.057783018867923586
"('801', '404')",-0.01886792452830166
"('801', '433')",-0.0397574123989215
"('801', '449')",-0.045990566037735325
"('801', '484')",-0.030997304582210283
"('801', '497')",-0.0332963374028854
"('801', '514')",-0.04837929366231197
"('801', '545')",-0.04447439353099503
"('801', '553')",-0.04926624737945429
"('801', '565')",-0.0658233276157798
"('801', '598')",-0.06761006289308069
"('801', '639')",-0.045822102425876254
"('801', '659')",-0.09229984701682681
"('801', '664')",-0.024815422477439952
"('801', '704')",-0.07424118129614476
"('801', '723')",-0.03358490566037742
"('801', '727')",-0.05133830627468239
"('801', '732')",0.0057758952637663175
"('801', '763')",-0.04834905660377298
"('801', '773')",-0.04197150558336582
"('801', '780')",-0.005079825834543694
"('801', '805')",-0.02558055152394778
"('801', '828')",-0.07789066279632184
"('801', '848')",-0.027219300958861048
"('801', '878')",-0.0062893081761006275
"('801', '891')",-0.018679245283018897
"('801', '934')",-0.0725366876310265
"('801', '953')",-0.09834905660377302
"('801', '980')",-0.01965408805031421
"('861', '7')",-0.07328385899814327
"('861', '18')",-0.03745791245791219
"('861', '83')",-0.0703812316715533
"('861', '92')",-0.05264378478664122
"('861', '155')",-0.06818181818181746
"('861', '178')",-0.039935064935064046
"('861', '183')",-0.06891495601172881
"('861', '200')",-0.0199443413729119
"('861', '213')",-0.02664576802507712
"('861', '244')",-0.041915052160952815
"('861', '249')",-0.05505050505050457
"('861', '252')",-0.11363636363636354
"('861', '256')",-0.07416267942583743
"('861', '266')",-0.046818181818181204
"('861', '269')",-0.08150470219435646
"('861', '270')",-0.14190687361419152
"('861', '278')",-0.01976284584980137
"('861', '289')",-0.036363636363635266
"('861', '299')",-0.034313725490195957
"('861', '309')",-0.0537469287469281
"('861', '316')",-0.06776094276094335
"('861', '319')",-0.017786561264821588
"('861', '360')",-0.0486706689536871
"('861', '393')",-0.0336363636363628
"('861', '414')",-0.009090909090907484
"('861', '438')",-0.06499999999999928
"('861', '446')",-0.07905138339920881
"('861', '469')",-0.1318181818181825
"('861', '478')",-0.07865418894830634
"('861', '498')",-0.08901515151515182
"('861', '542')",-0.053492239467849645
"('861', '572')",-0.058636363636363376
"('861', '606')",0.010026737967915422
"('861', '673')",-0.038793103448275135
"('861', '694')",-0.04621212121212004
"('861', '773')",-0.05287569573283779
"('861', '780')",-0.08304195804195658
"('861', '854')",-0.04954545454545367
"('861', '865')",-0.05909090909090842
"('861', '896')",-0.08916083916083872
"('861', '935')",-0.013580931263858176
"('861', '992')",-0.06863636363636316
"('882', '23')",-0.004310344827584522
"('882', '66')",-0.012893081761004899
"('882', '79')",-0.019871794871793025
"('882', '84')",-0.0561594202898541
"('882', '108')",0.0033333333333335213
"('882', '131')",-0.022916666666665142
"('882', '199')",-0.007142857142855563
"('882', '221')",-0.02355072463767982
"('882', '264')",-0.044444444444443176
"('882', '265')",-0.03913043478260758
"('882', '294')",-0.024999999999999023
"('882', '297')",-0.006382978723402877
"('882', '299')",0.007843137254903598
"('882', '304')",-0.021666666666665835
"('882', '339')",-0.03749999999999809
"('882', '378')",-0.012244897959183598
"('882', '386')",-0.002683615819208507
"('882', '444')",-0.001851851851850661
"('882', '458')",-0.026666666666665728
"('882', '476')",-0.00806010928961598
"('882', '479')",0.010294117647060341
"('882', '483')",-0.0005208333333333037
"('882', '487')",-0.02777777777777546
"('882', '494')",-0.02651515151514916
"('882', '515')",1.7763568394002505e-15
"('882', '522')",0.006010928961749595
"('882', '531')",-0.02083333333333126
"('882', '536')",-0.010593220338982468
"('882', '550')",-0.028571428571428026
"('882', '570')",0.015384615384616995
"('882', '589')",0.004885057471266108
"('882', '596')",-0.049999999999997824
"('882', '624')",0.010784313725491934
"('882', '636')",-0.06904761904761703
"('882', '637')",0.026449275362320335
"('882', '639')",0.010544217687075252
"('882', '646')",-0.03742138364779746
"('882', '649')",-0.001826484018266239
"('882', '656')",-0.06485507246376687
"('882', '673')",-0.004885057471262666
"('882', '676')",-0.04523809523809352
"('882', '678')",-0.0062499999999983125
"('882', '682')",-0.05921052631578805
"('882', '741')",-0.011788617886178576
"('882', '748')",-0.04795918367346874
"('882', '780')",0.004487179487181359
"('882', '792')",0.0021929824561425226
"('882', '830')",-0.01540880503144515
"('882', '860')",0.016807909604520277
"('882', '866')",-0.028787878787876586
"('882', '898')",-0.0068965517241361685
"('882', '901')",-0.0021186440677958274
"('882', '909')",-0.007017543859646702
"('882', '953')",-0.07499999999999818
"('882', '960')",-0.026729559748425613
"('882', '968')",-0.031372549019605955
"('882', '971')",-0.0642857142857125
"('882', '983')",0.018750000000001488
"('931', '30')",-0.007675438596492112
"('931', '49')",-0.02551020408163196
"('931', '54')",-0.012867647058822262
"('931', '74')",-0.02024371069182318
"('931', '76')",-0.02083333333333237
"('931', '85')",-0.02632575757575739
"('931', '124')",0.0037342767295596158
"('931', '135')",-0.037932389937106015
"('931', '189')",-0.04166666666666585
"('931', '222')",-0.04166666666666741
"('931', '231')",-0.07758620689655027
"('931', '268')",-0.03125000000000022
"('931', '293')",-0.0352182539682524
"('931', '323')",-0.06567028985507006
"('931', '338')",-0.07102272727272729
"('931', '341')",-0.01874999999999849
"('931', '372')",-0.02083333333333215
"('931', '409')",-0.056402439024390016
"('931', '443')",0.0070075757575760456
"('931', '457')",-0.03791666666666549
"('931', '486')",-0.07939189189189144
"('931', '487')",-0.036805555555554204
"('931', '510')",-0.04128787878787765
"('931', '518')",-0.0472383720930214
"('931', '523')",0.012019230769232392
"('931', '542')",-0.02540650406503997
"('931', '576')",-0.016203703703704164
"('931', '595')",-0.0729166666666663
"('931', '638')",-0.07620614035087692
"('931', '675')",-0.08541666666666559
"('931', '690')",-0.08951271186440568
"('931', '695')",-0.04183743169398868
"('931', '755')",-0.03677721088435382
"('931', '759')",-0.051893939393938826
"('931', '784')",-0.04829545454545503
"('931', '792')",-0.04495614035087803
"('931', '796')",-0.03266242937852981
"('931', '820')",-0.011513157894737613
"('931', '848')",-0.04422814207650183
"('931', '880')",-0.06249999999999889
"('931', '892')",-0.0360314207650263
"('931', '935')",-0.04242886178861793
"('931', '936')",-0.00549242424242391
"('931', '963')",-0.05708333333333204
"('931', '995')",0.04943181818181863
"('940', '39')",-0.013078902229844758
"('940', '101')",-0.0439536878216118
"('940', '113')",0.01534778935511183
"('940', '119')",-0.023584905660376743
"('940', '125')",-0.07405660377358436
"('940', '140')",-0.05660377358490498
"('940', '162')",-0.03484790142472094
"('940', '176')",1.1102230246251565e-16
"('940', '183')",0.035909920876446066
"('940', '224')",-0.01682389937106743
"('940', '247')",0.0013694461351186904
"('940', '254')",-0.019476567255020782
"('940', '282')",-0.05433263452131398
"('940', '320')",-0.0027837921435189816
"('940', '360')",-0.01886792452830166
"('940', '378')",-0.02252599152868706
"('940', '414')",-0.02590051457975906
"('940', '420')",-0.041250462449130554
"('940', '456')",-0.015058055152394445
"('940', '487')",-0.02264150943396137
"('940', '495')",-0.040401968826907275
"('940', '497')",-0.01701812800591984
"('940', '501')",-0.010261502813637913
"('940', '526')",-0.05480682839173312
"('940', '533')",-0.04221298369043813
"('940', '543')",-0.03014265991716436
"('940', '566')",-0.027662296130476216
"('940', '607')",-0.04384017758046599
"('940', '610')",-0.017573066962634165
"('940', '634')",-0.028632903012248523
"('940', '650')",-0.015209857527916926
"('940', '652')",-0.0822729267222464
"('940', '654')",-0.11113667740450905
"('940', '724')",-0.009262435677528824
"('940', '743')",-0.03857442348008333
"('940', '757')",-0.015024458420685116
"('940', '768')",-0.03193033381712618
"('940', '796')",-0.02142628717620676
"('940', '810')",-0.01501732768579167
"('940', '815')",-0.0764971287940941
"('940', '817')",-0.05121293800539162
"('940', '828')",-0.08272859216255357
"('940', '831')",-0.07989988448209528
"('940', '833')",-0.07311320754716855
"('940', '836')",-0.022012578616350975
"('940', '910')",-0.051493710691822736
"('940', '936')",-0.024699828473412788
"('940', '946')",-0.09675858732462461
"('940', '973')",-0.06957547169811207
"('940', '974')",-0.018029350104821207
"('940', '995')",-0.01612349914236577
"('964', '47')",-0.05937654626422484
"('964', '55')",-0.0739732805541804
"('964', '77')",-0.10226595110316028
"('964', '132')",-0.04485049833887067
"('964', '145')",-0.06675279931093758
"('964', '200')",-0.0531561461794019
"('964', '201')",-0.026675786593705952
"('964', '230')",-0.037690457097030894
"('964', '245')",-0.10271317829457405
"('964', '251')",-0.07910500352360783
"('964', '260')",-0.05419787150177369
"('964', '272')",-0.08985200845665853
"('964', '295')",-0.03114617940199338
"('964', '326')",-0.07568710359407871
"('964', '333')",-0.04651162790697705
"('964', '346')",-0.043530113297555406
"('964', '355')",-0.17558139534883677
"('964', '371')",-0.02131782945736327
"('964', '387')",-0.03251067869008106
"('964', '448')",-0.07783578547698133
"('964', '449')",-0.0549418604651164
"('964', '463')",-0.1135105204872644
"('964', '484')",-0.04579971523493098
"('964', '485')",-0.038570618264322176
"('964', '512')",-0.10077519379844868
"('964', '526')",-0.1035437430786268
"('964', '585')",-0.09940720474236087
"('964', '602')",-0.07041343669250533
"('964', '606')",-0.002564979480164098
"('964', '680')",-0.06088794926004093
"('964', '730')",-0.04481589147286691
"('964', '731')",-0.04601682335477375
"('964', '764')",-0.0820930232558148
"('964', '783')",-0.03325173398612802
"('964', '832')",-0.07047935453251086
"('964', '862')",-0.04255813953488374
"('964', '901')",-0.0228616476152943
"('964', '903')",-0.07758985200845525
"('964', '923')",-0.021233569261877694
"('964', '943')",-0.03359173126614845
"('964', '992')",-0.06255813953488398
"('1', '3')",-0.059098639455781754
"('1', '19')",-0.02354788069073699
"('1', '55')",-0.059270516717324195
"('1', '70')",-0.0024367956137683056
"('1', '98')",-0.053908355795148744
"('1', '113')",-0.01720986902223598
"('1', '136')",-0.07116692830978444
"('1', '140')",-0.06295725837504862
"('1', '186')",-0.021150278293132985
"('1', '203')",-0.01658163265306012
"('1', '225')",-0.021370812475933976
"('1', '240')",-0.020861678004534534
"('1', '260')",0.01573849878934741
"('1', '267')",-0.03484790142472116
"('1', '269')",-0.002111189303307448
"('1', '280')",-0.003801520608242681
"('1', '285')",-0.09681433549029372
"('1', '343')",-0.00263898662913431
"('1', '349')",-0.07096474953617737
"('1', '384')",-0.03528911564625714
"('1', '440')",-0.03563064570090324
"('1', '456')",-0.020604395604394865
"('1', '490')",-0.015306122448978776
"('1', '561')",-0.06534954407294724
"('1', '574')",-0.06096938775510097
"('1', '587')",-0.048051948051946125
"('1', '594')",-0.03188775510204023
"('1', '636')",-0.05510204081632741
"('1', '637')",-0.037710736468500095
"('1', '652')",0.004271476032273291
"('1', '686')",-0.07453416149068337
"('1', '694')",-0.016326530612244428
"('1', '744')",-0.047142857142857375
"('1', '754')",-0.039867109634551756
"('1', '778')",-0.044941380807641096
"('1', '805')",-0.05729984301412827
"('1', '850')",-0.05811889973380624
"('1', '864')",-0.04591836734693788
"('1', '881')",-0.022675736961450532
"('1', '900')",-0.003826530612243806
"('1', '911')",-0.1055063534847891
"('1', '942')",-0.0300120048019199
"('1', '962')",-0.0557664926435697
"('1', '975')",-0.025991528686946985
"('1', '985')",-0.037121745249822924
"('3', '2')",-0.0014880952380935675
"('3', '4')",-0.051841085271316256
"('3', '37')",-0.045138888888889284
"('3', '56')",-0.028935185185185786
"('3', '123')",-0.039583333333332416
"('3', '138')",-0.0014880952380931234
"('3', '149')",-0.062499999999999334
"('3', '161')",-0.029411764705880694
"('3', '163')",-0.0729166666666663
"('3', '177')",0.0019841269841287534
"('3', '193')",-0.054166666666665364
"('3', '231')",-0.03807471264367668
"('3', '247')",-0.02419354838709653
"('3', '273')",-0.00833333333333286
"('3', '293')",-0.037202380952379155
"('3', '337')",-0.02804487179487003
"('3', '341')",-0.07499999999999862
"('3', '374')",-0.03089080459769966
"('3', '427')",-0.026666666666665728
"('3', '462')",-0.058765723270439274
"('3', '464')",-0.03668478260869357
"('3', '465')",-0.0867248062015491
"('3', '490')",-0.011904761904760086
"('3', '492')",-0.06704545454545396
"('3', '493')",-0.058381782945734484
"('3', '515')",-0.04999999999999827
"('3', '530')",-0.026817375886523998
"('3', '583')",-0.04499999999999904
"('3', '591')",-0.02083333333333215
"('3', '593')",-0.0464743589743577
"('3', '598')",0.005952380952382708
"('3', '641')",-0.04346264367815933
"('3', '643')",-0.04326923076922928
"('3', '696')",-0.07386363636363713
"('3', '707')",-0.022916666666665808
"('3', '731')",-0.06870567375886516
"('3', '750')",-0.024583333333332513
"('3', '762')",-0.0244318181818175
"('3', '773')",-0.05059523809523769
"('3', '793')",-0.07063008130081228
"('3', '810')",-0.03507653061224425
"('3', '817')",-0.07993197278911546
"('3', '886')",-0.03458333333333252
"('3', '967')",-0.062499999999999556
"('3', '968')",0.004901960784315373
"('19', '29')",-0.009615384615382805
"('19', '41')",-0.044275491949908874
"('19', '54')",-0.0365761689291082
"('19', '93')",-0.016025641025639414
"('19', '94')",0.004273504273503481
"('19', '178')",-0.032417582417580526
"('19', '199')",-0.04258241758241588
"('19', '224')",-0.02692307692307505
"('19', '271')",0.0033008036739390345
"('19', '277')",-0.03769230769230614
"('19', '345')",0.012762237762238393
"('19', '367')",-0.06730769230769029
"('19', '376')",-0.02884615384615352
"('19', '377')",-0.0885341074020316
"('19', '385')",0.0019893899204255217
"('19', '391')",-0.015688259109312597
"('19', '420')",0.01621417797888558
"('19', '427')",-0.043461538461537774
"('19', '455')",-0.051923076923075184
"('19', '470')",-0.04125874125874085
"('19', '514')",-0.06410256410256232
"('19', '538')",-0.040094339622641195
"('19', '555')",-0.0257692307692301
"('19', '569')",-0.011639676113361253
"('19', '573')",-0.02088859416445521
"('19', '596')",-0.021367521367519515
"('19', '637')",1.4432899320127035e-15
"('19', '643')",-0.009615384615382805
"('19', '663')",-0.07692307692307487
"('19', '669')",-0.06089743589743413
"('19', '700')",-0.04692307692307618
"('19', '705')",-0.010314685314684935
"('19', '726')",-0.0063497822931786185
"('19', '758')",-0.05856643356643332
"('19', '793')",-0.043386491557222406
"('19', '795')",-0.028846153846151967
"('19', '817')",-0.09988226059654548
"('19', '827')",-0.021781789638931404
"('19', '832')",-0.016483516483515537
"('19', '834')",-0.017558528428091913
"('19', '838')",-0.05128205128205199
"('19', '855')",0.01923076923077094
"('19', '879')",-0.009109311740891135
"('19', '880')",-0.036538461538459854
"('19', '901')",-0.04220990873533115
"('19', '947')",-0.024475524475523924
"('19', '993')",-0.06873219373219364
"('55', '6')",-0.0343030829353006
"('55', '10')",-0.06001605780810859
"('55', '29')",-0.029255319148934644
"('55', '72')",-0.051418439716312436
"('55', '118')",-0.03864524533217484
"('55', '146')",0.00773694390715729
"('55', '242')",-0.05947775628626628
"('55', '253')",-0.03512645523885949
"('55', '276')",-0.03678326721961689
"('55', '279')",-0.012214342001576783
"('55', '315')",-0.04758220502901245
"('55', '362')",-0.028622087132724516
"('55', '391')",-0.05468458379992591
"('55', '393')",-0.02744680851063719
"('55', '401')",-0.07266158169409698
"('55', '404')",0.006021678040947442
"('55', '422')",-0.0729483282674761
"('55', '431')",-0.07610474631751063
"('55', '451')",0.002810116419109554
"('55', '476')",-0.047261946285314105
"('55', '491')",-0.008094357076778858
"('55', '494')",-0.1009671179883933
"('55', '505')",-0.055319148936168405
"('55', '513')",-0.04514789828749288
"('55', '521')",-0.07272149888853652
"('55', '535')",0.005222437137331282
"('55', '580')",-0.040070921985813746
"('55', '585')",-0.018564872757611983
"('55', '590')",-0.08450421517462803
"('55', '650')",-0.029309596178896502
"('55', '673')",-0.012289068231840172
"('55', '681')",-0.053191489361700706
"('55', '705')",-0.005802707930366635
"('55', '721')",-0.052986906710309256
"('55', '740')",-0.010638297872339164
"('55', '777')",-0.08037825059101578
"('55', '796')",-0.03786512802019293
"('55', '871')",-0.06439969604863038
"('55', '890')",-0.03233208176887592
"('55', '892')",-0.009417509591907125
"('55', '899')",-0.04826635145784097
"('55', '903')",-0.05396518375241621
"('55', '916')",-0.006296135475465814
"('55', '938')",-0.04776804338756646
"('55', '988')",-0.01829787234042457
"('70', '28')",-0.005166475315728114
"('70', '36')",-0.004320502749411315
"('70', '49')",-0.033810539141029494
"('70', '65')",-0.021393034825869295
"('70', '87')",0.0028358208955218123
"('70', '99')",-0.0226926591532135
"('70', '105')",-0.012089552238805812
"('70', '118')",-0.05711239719768457
"('70', '133')",0.00719131614653945
"('70', '180')",0.046197583511017326
"('70', '181')",-0.0005970149253737844
"('70', '190')",-0.07445331482124184
"('70', '233')",-0.006192442045094282
"('70', '244')",-0.001223391240517957
"('70', '251')",0.015716870194483534
"('70', '267')",-0.02421852999155094
"('70', '289')",-0.00759837177747591
"('70', '293')",-0.006515043828476452
"('70', '295')",-0.03051705756929568
"('70', '297')",-0.04287075261987994
"('70', '334')",0.001081548777850827
"('70', '357')",-0.01865671641791078
"('70', '421')",-0.006938989264206219
"('70', '423')",-0.02860696517412986
"('70', '436')",0.0036182722749900087
"('70', '438')",-0.02716417910447788
"('70', '478')",-0.026485220954052036
"('70', '493')",-0.06959389101006619
"('70', '497')",-0.005267778753291541
"('70', '522')",0.004281869341816513
"('70', '530')",0.0020641473483641315
"('70', '537')",-0.026043253122144616
"('70', '562')",-0.021802750951125383
"('70', '574')",-0.05167910447761104
"('70', '582')",-0.05447761194029854
"('70', '584')",-0.021363769388351495
"('70', '598')",-0.028962331201137337
"('70', '607')",-0.024582967515363485
"('70', '617')",0.01170617500731741
"('70', '636')",-0.059275053304903125
"('70', '646')",-0.04097437341593779
"('70', '702')",0.03742650384441604
"('70', '723')",0.0016417910447756867
"('70', '727')",-0.03713988198542184
"('70', '742')",-0.009787129924148763
"('70', '751')",-0.021194029850746476
"('70', '790')",-0.04175928866306733
"('70', '833')",-0.027815468113975728
"('70', '837')",-0.009812050856828014
"('70', '838')",0.008291873963514496
"('70', '855')",0.022675086107922682
"('70', '864')",-0.026918976545841078
"('70', '867')",-0.005685856432125824
"('70', '868')",-0.028762437810946784
"('70', '878')",-0.0077390823659486685
"('70', '886')",-0.013582089552239385
"('70', '891')",-0.0014925373134331288
"('70', '919')",-0.010226644555003883
"('70', '950')",0.014792110874200737
"('70', '970')",0.0054637526652465684
"('70', '985')",0.007334019557383886
"('70', '986')",0.023009950248757516
"('98', '48')",-0.05506801228609026
"('98', '51')",-0.055123936366999526
"('98', '92')",-0.06257219869079722
"('98', '97')",1.1102230246251565e-16
"('98', '142')",-0.045822102425875366
"('98', '163')",-0.03400157232704415
"('98', '164')",-0.03444493198771381
"('98', '194')",-0.0369811320754716
"('98', '199')",-0.06519541778975557
"('98', '202')",-0.005601415094339313
"('98', '244')",0.004330343334364772
"('98', '283')",-0.04652658662092568
"('98', '284')",-0.07366519470092281
"('98', '286')",-0.044992743105949806
"('98', '303')",-0.006988120195667857
"('98', '311')",-0.00943396226415083
"('98', '315')",-0.017324185248713153
"('98', '340')",0.0014390789894467293
"('98', '370')",-0.009596616785945589
"('98', '375')",-0.04620222544750785
"('98', '410')",-0.05292222733547991
"('98', '428')",0.0019162735849057588
